WORD	TOTAL_COUNT	WEIGHTED_FREQUENCY
cruelty	1937392	0.000008017238246350797
irritation	1959801	0.000008016536996479595
bees	1865343	0.00000801426045449514
Forces	2711943	0.000008013848414192419
claiming	2753881	0.000008013027559615042
Mme	1690834	0.000008013008716746101
requisite	1958786	0.000008012700408455493
gang	2417756	0.000008011678489813081
Blake	2387923	0.000008008734744771359
900	2473988	0.000008008322240506609
answering	2448272	0.000008006207154797875
poisoning	2051248	0.00000800612646665061
Ordinance	1897017	0.000008006110016044539
unemployed	2700804	0.000008004359288543043
envelope	2651168	0.000008003735772530635
statesmen	1504097	0.000008002297989287467
Chapel	2282155	0.000007995405480517383
Temperature	2409868	0.000007995180305227384
Sex	3408707	0.000007995089562293265
thirteenth	2051851	0.000007990779014730446
338	2245115	0.0000079901563472396
clerical	2186141	0.000007989604379065255
seasonal	2772388	0.00000798853186323726
crystalline	2081607	0.000007988511082174261
twisted	2311225	0.000007987010715779089
polar	2563044	0.000007985711106196062
electoral	2961518	0.000007983280256248721
restless	1943539	0.000007978290455464675
17th	2208725	0.00000797821137760712
nephew	1958396	0.00000797746988618496
advocates	2525449	0.000007976537901426488
boss	2842338	0.000007975739068996121
Thirty	2145879	0.00000797317633518917
acquiring	2470415	0.000007972970260549435
exterior	2342362	0.000007972886937254326
monastery	2147949	0.00000797108791696564
Victorian	3061500	0.0000079709667838814
exempt	2417530	0.000007967998530111938
forgive	2210326	0.00000796787777565497
blast	2028255	0.000007965534353199866
reprinted	2803162	0.000007963158699225136
convictions	2190792	0.0000079629965720763
hiding	2478563	0.000007962702303660102
Moon	2730095	0.000007962558353089896
1858	1880067	0.000007962369695762436
reorganization	2222263	0.000007961998265632082
permitting	2279733	0.000007960146469638972
JOHN	1922295	0.000007960074050913816
Delta	2106434	0.000007958865213177422
swung	2167453	0.000007958340289140267
partition	2556835	0.00000795366077321601
336	2208255	0.000007952796873800214
emerging	3585960	0.000007951587636847616
dread	1815173	0.000007948529871134056
compel	1760082	0.000007943762466269321
mutually	2795380	0.000007943745177581357
Burma	2243992	0.00000794360253848383
embryo	2221182	0.000007941529019451225
334	2209089	0.000007941200851990585
borrow	2254517	0.000007940613587968329
exquisite	1726278	0.000007938730474775685
snake	2397435	0.000007938346302767252
Messrs.	1342830	0.000007935883809921588
mastery	2240075	0.000007933869869573884
bibliography	2589747	0.000007933012140543769
exhaust	2013722	0.00000793110022248044
penetration	2717721	0.000007930714730692083
Arkansas	2289868	0.000007930171740053169
343	2207607	0.000007930111126083406
commented	2959696	0.000007928700233363233
enlightened	2115714	0.000007928489069106876
ashes	1883610	0.000007927720820446572
compiled	2506704	0.000007926723992387541
cluster	3301305	0.00000792591420896396
campus	3173766	0.00000792308300905233
disability	3062890	0.000007921169610357268
Literary	2634038	0.000007920473519069265
profoundly	2224704	0.000007919282268372653
threads	2002850	0.000007918979056401341
Yellow	2182802	0.000007918812112229666
Raymond	2648160	0.000007918801187151168
specify	3667641	0.000007918353867257985
candle	1867356	0.000007917887223808651
appropriation	1895379	0.000007916700175049968
Ferdinand	1905146	0.000007916657257273377
suspicious	2299399	0.000007916383157192072
mucous	1577493	0.000007916257990468193
inhibition	3072558	0.000007913367573662087
metaphysical	2412258	0.000007910805014103835
immune	3571806	0.000007910737409145667
spin	3230121	0.000007909850075467907
unsuccessful	2387040	0.000007909245973011141
Nobody	2431649	0.000007908083105412132
Quite	2236930	0.000007906952184443763
Mean	2897951	0.000007904871144063936
countenance	1612925	0.000007903235389237814
apex	1882474	0.000007901726658271483
Memorial	2574882	0.000007900887050345531
spectacle	1985272	0.000007900707092612632
339	2189379	0.000007898361498265692
behavioral	4370227	0.000007897400453779746
Richardson	2451652	0.000007897226247710788
plague	2051086	0.000007897116912885413
parental	3183814	0.000007897044275393692
coils	1569459	0.000007894890920776746
alloy	2205454	0.000007894203860664804
charts	2623153	0.00000789126144414233
reviews	3331148	0.0000078899053290958
painters	2072004	0.000007889388020060115
Buffalo	2073486	0.000007888434251217358
militia	1991121	0.000007887646857792873
humans	4649724	0.000007887228064500791
Presbyterian	1962509	0.000007884685118544963
Machine	2277237	0.000007882785735982192
honesty	2057770	0.000007880917664506352
comrades	1939994	0.00000788051904308438
hire	2707409	0.000007878819188613634
Speaker	2103966	0.000007878718784691985
spray	2329397	0.000007878612276004518
rated	2473728	0.000007874998488416881
sided	2393965	0.0000078748064487563
Text	3088350	0.00000786900778548393
incredible	2203398	0.00000786804673901602
1997	7674161	0.000007866193721085047
energetic	2094828	0.000007865074051179614
elite	4081291	0.000007864730925414291
endeavour	1798857	0.00000786435601403681
locate	2883040	0.000007863788925995035
dairy	2080546	0.000007862316655008782
shoe	2129409	0.000007861571434014686
precedent	2189246	0.000007861129256649178
clan	2336501	0.000007860585256010797
Same	2128558	0.000007852798503816047
spine	2624918	0.000007849004379138857
nonsense	2159172	0.000007847932870726853
tense	2753958	0.000007846588989861958
remedies	2249994	0.000007845816049252736
comprehension	2548710	0.000007844727076795416
341	2176788	0.000007842996644054166
warriors	2151102	0.000007842640159368723
radial	2424483	0.000007841968078740438
deputy	2450855	0.00000784137841650663
tastes	2155856	0.00000784065776882836
assess	4124323	0.000007839526218918787
noting	2773465	0.000007839503151720589
ambassador	2137697	0.00000783931322304675
lords	1829856	0.000007838999498354631
shaken	1889885	0.000007835764221692104
presumed	2546837	0.00000783307616693793
knocked	2198231	0.000007829705240245165
justly	1583214	0.000007829156658607874
clerks	1848447	0.000007828126124281697
gram	1910971	0.000007826982560490956
hesitate	1901401	0.000007826838108210409
retire	1918835	0.000007825099495085206
predecessors	2124135	0.000007821311220008577
ripe	1929067	0.000007818600766766857
constraints	4879534	0.000007818483599117542
cured	1982006	0.000007816583321399253
Vincent	2381158	0.000007815736320835911
ally	2125262	0.000007815701470991276
supplemented	2209103	0.000007814817828423208
dances	2173570	0.000007813023223592552
ammonium	1731268	0.000007812657708802665
365	2234076	0.000007812342604968147
Li	2830695	0.000007812277192268177
Birmingham	2283466	0.000007810916995971432
respondents	3953680	0.000007805856310199736
rim	2238641	0.000007804675017901138
aqueous	2360259	0.00000780412234928859
Comparison	2958957	0.000007803789284230592
speculative	2168957	0.000007802997642810039
histories	2714575	0.000007801870852229778
privileged	2596786	0.00000780092392224335
communicated	2110224	0.000007800758101227454
herein	1852951	0.000007799172838105515
2.0	2999900	0.00000779834629244076
fury	1912362	0.000007796472159173651
patronage	2181917	0.00000779641010662737
Higher	2936606	0.000007796077931046014
CA	4831942	0.00000779548495737751
thyroid	2429731	0.000007794881820882013
symptom	2319974	0.000007794275149962381
sits	2330258	0.000007794105318432368
rude	1742572	0.00000779361156113905
Circuit	2578971	0.000007791311979691854
Diego	2757951	0.000007788400362546574
minimal	4072468	0.00000778793062593701
analyze	3106316	0.000007787876379554632
abruptly	2198891	0.000007785776455928586
347	2169844	0.000007784388944383176
germ	1759130	0.000007783003833610158
lent	1926231	0.000007782322979449557
Conservative	2674089	0.00000778222099548214
silly	2159784	0.000007780706341437153
lowering	2250972	0.0000077803557227152
Song	2488940	0.000007779986867658128
spectra	3144851	0.000007777502872046466
ment	1943906	0.000007777127960112494
appearances	2304398	0.000007776568514326315
football	2718020	0.00000777625656424414
complement	2983626	0.000007775989482423549
differed	2353552	0.0000077759406585813
prediction	3179418	0.000007770896478517451
skins	1781441	0.000007769551992006797
liabilities	2410050	0.000007769491280439501
volunteers	2660017	0.00000776665252408861
Dictionary	2571886	0.000007766088661832667
sterile	2200662	0.000007765139060512143
neutrality	2004135	0.000007759313530338896
reluctant	2898009	0.000007759188603556482
prints	2410384	0.000007758857995212271
Guinea	2607158	0.000007758016590280149
relaxed	2843800	0.00000775682754155237
Secondly	2642140	0.000007755266601222108
festival	2396533	0.000007753996046231177
Churches	2036709	0.000007752970454329487
10th	2094885	0.000007751895506499101
glow	2011907	0.000007750432557381354
potent	2333292	0.000007749745208260927
revealing	2760546	0.000007747127962808832
likelihood	3366909	0.000007746306029773603
evaporation	1966963	0.000007744281328510935
Jan	3132548	0.000007740337030667864
refugees	2866730	0.000007738947902158554
contributing	2765056	0.000007737279763423759
transported	2365888	0.000007735474619371834
inclusive	2045191	0.000007734468965279153
inquire	1738593	0.000007733999469706496
biggest	2959547	0.000007731184761760864
Things	2515910	0.000007729226905569382
wretched	1700829	0.000007725533179621616
Hunter	2494863	0.000007724377118623468
perceptions	3514242	0.000007724246234945376
Reynolds	2535516	0.000007723286916640895
Leonard	2573383	0.000007722336513211576
graceful	1725529	0.000007720722226669312
northwest	2097537	0.000007719322735785316
q	2911360	0.00000771810235422118
unreasonable	2145337	0.00000771729535234041
disadvantages	2414473	0.000007716299660246195
beard	1927195	0.000007716217049730149
countrymen	1626186	0.000007715777483836025
1855	1881349	0.000007714078285661292
Cultural	4010165	0.00000771390042953955
Rousseau	2145155	0.000007712549712488023
Rice	2508683	0.000007711851696626783
climax	2011720	0.000007710588695965381
Soil	2691498	0.000007710208660700047
inasmuch	1631777	0.000007710137563731691
personalities	2371906	0.000007707899498109847
com	2200087	0.000007707201238844396
alloys	2191445	0.000007705141580663575
Key	3211833	0.00000770250622707925
greeted	2170006	0.000007701648294908667
contractor	2512996	0.000007700097937940985
Parliamentary	2022601	0.000007699913864362844
Nancy	3040153	0.000007699302413043323
Shanghai	2185160	0.000007698010819312753
trucks	2267710	0.000007696501963884482
Knight	2166870	0.00000769588290309715
Equipment	2558320	0.000007695377497505574
Bennett	2509574	0.00000769506203409179
Edwin	2164631	0.000007694238140012006
Illustrated	1711603	0.000007694066832410707
1960s	5002167	0.000007693738422101588
nasal	2289528	0.000007692861534218334
foliage	1888941	0.000007688918346207205
Falls	2047090	0.000007686983853376797
sank	1925368	0.000007686815030655364
Hills	2572032	0.000007685572955833497
programming	4451499	0.00000768454094914535
lifting	2184122	0.000007682841511812934
touches	2031662	0.000007682171326153578
375	2201805	0.000007675175995057644
statesman	1542937	0.000007674568956937307
harbour	1814545	0.00000767428062097055
Alexandria	2027172	0.000007672812439213156
sp	2212908	0.000007666631697477724
annum	1860534	0.000007665289851991347
conceal	1938452	0.000007656318805407354
authentic	2600776	0.000007655893483006105
towers	1949511	0.000007653610386489534
pasture	1872215	0.000007651771289260844
unstable	2724123	0.00000764874238468172
Standards	2750033	0.000007648378410162002
eligible	2722617	0.000007647734037142347
jungle	2108177	0.000007647660712122229
compressed	1979453	0.000007646626686910274
regulating	2135157	0.000007646236615439076
Material	2354913	0.000007645163311946422
percentages	2215684	0.000007644594455777062
rebels	2158129	0.000007644351578801255
guardian	2018553	0.000007642088648117749
collaboration	2997075	0.000007641502392444903
realise	1916376	0.0000076398713732449
370	2167374	0.000007637241399167872
16th	2088611	0.000007637010455470702
transform	3237180	0.000007636904959088378
Revolutionary	2317165	0.000007633343127590822
Looking	2633151	0.000007633264052393372
Eve	2528089	0.000007632277631352143
doubted	1871462	0.000007631956434748173
exchanges	2646580	0.000007630944985340057
Newman	2239074	0.000007629128762635768
accorded	2098572	0.000007627755911123629
mixtures	2098082	0.000007626786652734864
Single	2776957	0.000007625638881253455
openings	1922933	0.000007623922038749209
correlated	2966618	0.000007620736616980935
rhetoric	3177576	0.000007620158430056349
explored	2988654	0.000007618553450268598
Constitutional	2231203	0.000007617802388569486
ghost	2187283	0.000007614525101954613
dropping	2196946	0.000007614053829690942
outlines	2126464	0.000007613952815061258
Academic	4001060	0.000007612841785779141
striving	1980733	0.0000076076239995763154
patches	2033925	0.000007607152926846091
dividend	2149827	0.000007605228850221357
fog	1965026	0.000007604898549686568
operational	3807326	0.000007604691170646052
corrupt	2154298	0.000007604589920625062
quotations	2118844	0.000007604099990968804
Guard	2214396	0.000007603178737075887
stretching	2289998	0.000007602294598933175
Welsh	2270599	0.000007599435642880866
tonight	2888458	0.000007597329970323107
messenger	1972172	0.000007595654638829127
hydrochloric	1310931	0.00000759495322936748
preach	1791903	0.000007593696113897957
Buddhism	2622326	0.000007593113783425217
quest	2664330	0.000007588883106597822
politician	2216825	0.000007588463766372504
Cash	2308849	0.0000075878107412465504
affords	1578607	0.000007585277858109533
342	2110169	0.000007583089129168931
grip	2372646	0.000007580031085804446
identifying	3654830	0.000007578345991929487
duct	2246656	0.000007578204917093793
jacket	2596962	0.000007577847527221979
dating	2961198	0.000007577811899921768
distributions	3334288	0.000007577133416219761
Stage	2863915	0.000007577025422051538
invaded	1971293	0.000007576881119339795
Superior	2018748	0.000007576794720597449
Alpha	1664767	0.000007576567674173351
Clearly	3354852	0.000007576310822406698
telegram	1817882	0.0000075762216101981335
commencement	1816135	0.000007574071197910802
founding	2507915	0.00000757342616657794
sincerity	1738267	0.000007572953346889897
Scotch	1489350	0.00000756805159814838
Porter	2398299	0.000007568008379817088
Montgomery	2279713	0.000007566616955159167
detachment	2118338	0.000007566522872281666
magnesium	2004712	0.0000075655320752702546
Martha	2495295	0.0000075629101715810745
Provincial	2054427	0.000007562645325315673
confessed	1860861	0.000007562621977840998
movie	3822279	0.000007561901995968045
infancy	2093054	0.000007561450531639809
Side	2425403	0.000007561413540934031
Persons	2274470	0.000007558518545449714
logs	1956818	0.000007556870615079345
Based	3796678	0.0000075562258604319774
correspondent	1875878	0.000007554925550378353
communist	3203683	0.00000755395258684638
lacks	2432593	0.000007552368108439069
hesitated	1985155	0.000007552306322159715
dreamed	1943451	0.000007551343728353005
flock	1753751	0.000007551306251235293
youngest	2144500	0.000007550833919861267
computers	4644352	0.000007550039472204263
YORK	1538877	0.000007549916851659839
Wiley	3399701	0.000007547422971203563
ballot	1872723	0.000007546907304849064
depicted	2962661	0.000007546413402319763
1846	1830643	0.00000754634702340345
344	2092035	0.000007546283525145217
separating	2268378	0.0000075452480552702735
deepest	1991075	0.000007544966923327962
1853	1810025	0.000007544585257125686
Dorothy	2360425	0.000007543520798328871
hairs	1748736	0.0000075433479003502676
thereon	1464099	0.0000075421502004130016
1849	1825803	0.000007538645430926085
Poems	2247689	0.000007537833854198784
cheaper	2090707	0.000007536204359376673
scheduled	3204185	0.000007534961016929037
Nos.	1700972	0.0000075349562945701005
surrendered	1808438	0.000007534679647580109
attendant	2025738	0.000007529936747847736
borrowing	2409764	0.000007528742591170602
reinforcement	2903564	0.000007528132892730325
REFERENCES	3106617	0.00000752769281722049
gender	5619641	0.000007527323942154401
Dept.	2191377	0.000007527222933989032
3.5	3136105	0.000007527111777106462
jet	2539304	0.000007526818520753213
expended	1640970	0.000007525555789412526
misfortune	1698614	0.000007524582444922133
1970s	5178661	0.000007523740076449952
distinguishing	2306587	0.000007523407816785731
focal	2690707	0.000007522403230060665
admits	1999601	0.000007520849878295865
closest	2784725	0.000007520640715321258
proving	2067092	0.000007520261465098571
Sugar	1948488	0.000007520223393074767
Jonathan	2595086	0.000007514890517921044
355	2123990	0.000007514781517560149
misleading	2503777	0.000007514209575965833
ardent	1632759	0.000007514135259358551
unequal	2090288	0.000007511817431439394
Region	2923568	0.000007509973088953258
1852	1789264	0.000007508677449295921
penalties	2088222	0.0000075082536891525276
generalized	2996854	0.000007507630001994166
diagrams	2377423	0.0000075070318967018015
380	2120950	0.0000075066517383190025
anchor	2060047	0.000007506192241553368
broadly	2586541	0.0000075053842027381725
preferable	2166157	0.000007504976271512429
Dan	2745180	0.000007503308694354861
Words	2444398	0.000007501466190645566
distal	2664096	0.00000750137979692328
praised	2224050	0.0000075002124581920875
privately	2354984	0.000007499781834987667
deficient	2193087	0.0000074974108511272405
supervisor	2606554	0.000007497290681906367
bundle	2186565	0.000007497271023549794
credits	2348395	0.000007497072883309843
pending	2173676	0.000007496116026149458
boom	2428671	0.000007495726308408004
managing	3041773	0.000007494013386853977
distilled	1736884	0.000007492696739263713
viii	1743622	0.000007492423195934396
dynamics	3997370	0.0000074920890240784325
concession	1924592	0.000007492009465150373
Clarke	2243178	0.000007491958401909868
convicted	2322954	0.00000749143062349056
bowed	1775644	0.000007491404258669603
Singapore	3346888	0.000007490974053366126
stamped	1750873	0.000007490357706566503
Opera	2149444	0.000007490131740565758
Pitt	1666828	0.000007489285721095772
sequences	3849906	0.000007486958150262526
14th	1926634	0.000007486040485985736
Cromwell	1614792	0.000007485558272175546
spark	1809362	0.000007483647660987543
sociology	2824867	0.000007482833910816318
Baldwin	2089891	0.000007482469760458912
Beach	2924781	0.00000748123873504734
secrets	2272681	0.000007480408732070813
reciprocal	2442550	0.0000074803723759364515
Official	2333572	0.000007478221695106735
imprisoned	1998557	0.000007476401446588263
declining	2661994	0.0000074755568429283295
hearted	1609107	0.0000074740660614021405
rents	2014211	0.000007473860874890377
adventures	1828024	0.000007473695900122282
Examination	2107762	0.000007472639283920465
marking	2265816	0.000007469900801305835
advantageous	1981901	0.000007469741635575562
beautifully	1897837	0.0000074687302515541144
Finland	2501567	0.000007468569723563929
shelf	2618138	0.000007467760083739997
346	2057832	0.000007467735324571886
patch	2266556	0.00000746722541733347
precipitated	1751606	0.000007465849574480206
preserving	2242232	0.000007463158602388184
Brigade	1838639	0.000007461098616464073
Channel	2310842	0.000007460301938044375
Otto	2215399	0.000007460190421638417
Hawaii	2557972	0.0000074593407233553595
Englishmen	1501283	0.000007458562847144292
Hong	3908328	0.000007457859968651369
criticisms	2261427	0.000007455546588024923
Acta	3202863	0.0000074551160780558475
alkali	1632062	0.000007455081470599174
expecting	2189945	0.0000074514040327885
township	1552258	0.000007448173400331024
349	2058434	0.000007445861064660654
contradictory	2626675	0.000007444435783648306
memorandum	2149775	0.000007442407471620914
credited	1911924	0.0000074416378982520805
appointments	2154955	0.000007441317612957761
haste	1557581	0.000007440404297631238
monarch	1773611	0.000007439481655445638
formations	2083644	0.000007439451678607379
invite	2301060	0.000007438899048856996
Northwest	2224832	0.000007437404386078659
fishes	1909301	0.000007436319951128862
Companies	2264191	0.0000074354032454662305
deaf	2230381	0.0000074351027303720395
Junior	1934652	0.0000074347550971942175
leaning	2056981	0.000007432916453907385
instructor	2236378	0.000007432545800462741
economists	2737018	0.000007431926587786389
crazy	2752849	0.000007430538277944964
pretend	2113407	0.0000074297372715059925
predominantly	3030427	0.000007429128285439338
copied	2138585	0.000007428480851998675
fourteenth	1931502	0.000007425741771899389
Size	2518132	0.000007425108475068971
affirmed	2066800	0.000007424694462337664
precautions	1895866	0.000007424373548723774
occupying	1909330	0.000007421003213240162
MSS	1746780	0.000007420726629423744
Glass	2282517	0.000007420675621477363
spiral	2082598	0.000007420411546498879
picking	2311153	0.00000741953492364277
Locke	2297287	0.000007417667752067057
crowds	2021498	0.000007417383547606475
mobile	3115309	0.000007415059074188163
pertinent	2460174	0.0000074139831247847056
specialist	2821434	0.000007413671907683672
Muslims	3388870	0.000007412575421741226
indigenous	3372573	0.0000074123657655062044
writ	1714020	0.000007412074821088497
climbing	2229672	0.00000741178718143305
scenery	1741966	0.000007410485224525705
Joan	2641269	0.000007409941746981725
bitterness	1844865	0.0000074054529496966465
criticized	2768426	0.000007404922557098162
Capt.	1660394	0.000007403898697361211
GENERAL	1901455	0.000007403609899797423
urging	2008535	0.000007402954431254266
careless	1602622	0.000007402165827850602
Sources	3099274	0.000007399424419467987
incorporation	2514122	0.00000739802889075291
nodes	3343547	0.000007394289716029643
peculiarly	1509524	0.000007391447059561179
Cold	2974150	0.000007390792867789619
horns	1820380	0.000007390410006895249
livestock	2529039	0.00000738990105858337
basically	3470750	0.000007389535719129131
execute	2276352	0.000007389322202362326
digestion	1786832	0.000007389170156134249
moderately	2123617	0.00000738859250438237
353	2045031	0.000007388570694676687
348	2039108	0.000007387266733955672
longing	1945159	0.000007386858477940625
righteousness	1842772	0.0000073832770487665825
plateau	1969541	0.000007381415502473291
Robertson	2250624	0.000007380316829429352
contingent	2501080	0.000007379083665403557
contrasted	2077400	0.000007377997238196549
redemption	2029921	0.000007377367584534853
sweat	2343680	0.000007376866249771091
melody	1927860	0.000007376145298089162
Either	2292143	0.000007376059481608291
manufactures	1661956	0.000007373718263010621
judging	2007179	0.000007373047560603555
patron	2064528	0.00000737034877821957
stout	1445944	0.0000073701558703205244
als	2486276	0.000007369509264635824
lever	1698196	0.000007368413203191873
Copper	1808719	0.000007368027569498117
hastily	1672265	0.000007363638852945782
diplomacy	1974357	0.000007363461734037782
refuses	2094055	0.000007363290273744489
echo	2388748	0.0000073626859890600815
enlargement	1924851	0.0000073618597785138315
glimpse	1976029	0.00000736121733375346
manipulation	2773969	0.0000073600676957946205
tips	2312143	0.000007359613355683929
successes	2249782	0.0000073576254937535515
flask	1501333	0.00000735686122158215
ma	2169019	0.000007355232937683614
professions	2258501	0.000007354152235701726
commentary	2811725	0.000007353843041668038
speeds	2259800	0.000007353405202971052
iodine	1663121	0.00000735003994077993
issuing	1999085	0.000007349833032890613
Boys	1968836	0.000007349273959298115
conversations	2572567	0.00000734815876578478
biology	2827326	0.000007346892718843113
inquired	1570202	0.000007344122281728116
doorway	2155801	0.0000073440797150022945
custody	2489546	0.0000073426429504388875
Transport	2813354	0.0000073419059646800014
hook	2077542	0.000007341154052762793
grinding	1831510	0.0000073407809919551705
che	2452095	0.000007339950654207243
prejudices	1853836	0.000007339870240929787
attach	2211126	0.000007338530072910356
shades	1828490	0.000007337433001516916
accommodate	2878918	0.000007336991019429114
labeled	3337477	0.000007335816829863763
Limited	2741986	0.000007335750101153546
Stevenson	1953462	0.000007335227685207823
competitors	2570554	0.000007334521963058766
Easter	2101171	0.000007334227996446111
Hamlet	2007640	0.000007334039575880218
descending	2028708	0.000007333792155145859
metropolitan	2655674	0.000007331007041641183
bulb	1812079	0.0000073306458819430065
trivial	2215063	0.0000073282296476475246
XVII	1497950	0.000007327733137780971
settings	3891796	0.0000073252403957368796
Bristol	1971013	0.000007322836326933517
expedient	1605653	0.000007322417521282723
intimately	1881852	0.000007321217782166624
XVIII	1508783	0.000007320614950475267
Thought	2461503	0.00000731960050772515
Map	2255011	0.0000073191270699683516
shouting	2058354	0.00000731885474759665
thunder	1729867	0.000007318385372067163
conceptual	3837733	0.000007316732254503014
Days	2280101	0.000007315789923892097
printer	2691590	0.0000073140986449646025
Julius	1957584	0.000007313086989728596
ceases	1737090	0.000007311933496789551
hammer	1883271	0.000007310180213488266
Transportation	2411608	0.000007309164402260067
Mining	1977589	0.0000073090556660068575
fundamentally	2428821	0.000007308254244633124
Likewise	2473124	0.000007305189590990486
armature	1200071	0.000007304919143506804
Billy	2564385	0.0000073046894724550325
epic	2262663	0.000007303556447745804
Length	1962179	0.000007303321772931736
awakened	1744332	0.000007301060185145807
Scale	2610422	0.000007300703810419579
defines	3236468	0.000007300318928723519
bee	1667551	0.0000073002370521437145
garments	1720034	0.000007300042031637883
Evening	1919927	0.0000072998855412876695
sich	2356569	0.0000072965350395859995
shocked	2299308	0.000007296376465560604
nominated	1817238	0.000007296240293680237
waist	2248524	0.0000072938051232523764
vacation	2266038	0.000007292557007207454
Marquis	1529824	0.000007292161448491374
comply	2418694	0.000007290435835987648
menace	1545744	0.000007287215089149697
Salisbury	1784582	0.000007287192832597869
trembling	1838410	0.000007286188638444496
Influence	2207547	0.000007285887821048494
Cairo	2262825	0.000007283736116289197
suffrage	1880317	0.000007283724017949962
optimal	4029104	0.0000072822173033641624
crowned	1603961	0.000007281502600355883
30,000	2149921	0.000007280663062439584
proofs	1756315	0.000007275596105856154
r.	1913239	0.000007274104598134823
Bismarck	1526816	0.0000072736806916618595
Madras	2129078	0.000007273645757832437
astonished	1661623	0.00000727247644558172
ashore	1677810	0.00000727224621248719
celebration	2491975	0.000007271858754640305
Continent	1554793	0.000007271547394044005
diamond	2133933	0.0000072697987504475554
immortal	1629491	0.0000072689951886080105
broadcast	2767411	0.000007268263616177965
textile	2300368	0.0000072682521533795655
oven	2362077	0.000007267354378503802
mammals	2283441	0.000007267131014517037
folds	1913126	0.0000072656313493247936
clearer	2059733	0.000007265576209975735
Ali	2553299	0.000007263740046923807
therapist	3840160	0.0000072615608593896255
Jacques	2537065	0.00000726129804604448
fare	2030376	0.000007260253497414495
hesitation	1770386	0.00000725985034017066
hydroxide	1520544	0.000007259181029447682
Customs	1921701	0.000007258431925218117
CONTENTS	1771639	0.000007257909929642349
bankers	1762797	0.00000725619472085616
Brooklyn	2007397	0.000007255022918374823
participated	2776879	0.000007250802041086509
executives	2679749	0.00000725024333580172
extremes	2105975	0.0000072489923942387656
della	2401928	0.000007248814025706497
malignant	2331253	0.000007246059212630459
interface	4648774	0.000007244475678389085
Pressure	2181360	0.0000072432813700536415
juvenile	2603487	0.0000072431511471726536
treatments	3128293	0.000007241847227027998
charging	1947882	0.000007240696623035855
Regulation	2668043	0.0000072405236350194265
exemption	2222951	0.000007240409778208231
cannon	1652362	0.000007239842448359578
Pedro	2005566	0.0000072398101650436595
league	2047628	0.000007238257441680927
countless	2022101	0.000007238138800294765
secretly	1865644	0.000007235751843041409
ingenious	1664441	0.000007235131981476898
strife	1652560	0.000007234526409689139
INTRODUCTION	2739244	0.0000072326969242719625
352	2011768	0.0000072325054855703785
sandstone	1677317	0.000007231405626076275
repeating	2113038	0.000007231049577281981
covenant	2149609	0.000007230816268947341
Balance	2163267	0.000007230249100301666
Duchess	1492884	0.000007227360483740586
recognise	1942745	0.000007227275784075717
2.1	3412214	0.00000722623521348403
behaviors	4356761	0.0000072250536421882826
Kong	3772959	0.000007223155547234767
accomplishment	1917055	0.000007222927235242062
gifted	2027609	0.000007221875761295123
excluding	2392625	0.000007221330489544666
357	2007471	0.000007220513298266247
initiation	2762221	0.00000721978850779012
Directors	2027295	0.000007219516741609528
Rhode	1793788	0.00000721812585135594
Weber	2815456	0.000007218017092270912
coordinate	3053900	0.000007217713282600568
distortion	2462023	0.000007216621044610378
Rico	2130653	0.000007216385784481538
Preface	2353832	0.000007214651950347829
breeze	1880913	0.0000072140594777624046
insoluble	1592156	0.000007213467413098126
chromosomes	2232168	0.000007211677061604502
fashionable	1956008	0.000007211474639137321
foster	2621710	0.000007209961869464758
Brussels	2159848	0.000007207937445967443
commissioner	1707756	0.000007206990984141029
necessities	1663734	0.0000072065426993870775
recognizes	2442224	0.000007206512711485172
ladder	2176659	0.000007205523729667336
351	2020540	0.0000072041460219012974
Safety	2696271	0.000007203800531641724
Leon	2329432	0.000007202640648107949
Grade	1971954	0.0000072021240273139604
decorative	2049087	0.000007201606282729931
zur	2365660	0.000007201108953613766
bite	2227688	0.000007200649159288705
criminals	2043047	0.000007200454508262119
Houses	1742267	0.000007199493234346559
disappearance	2003092	0.000007197603488623832
spared	1747848	0.000007196784992318931
researchers	4552160	0.0000071965853584376826
wishing	2020754	0.000007196014721900609
spinning	2061857	0.000007194728556335634
format	4518312	0.00000719425712480949
advent	2151526	0.000007191513233502519
magnet	1659153	0.000007191485242752422
Irving	1977402	0.00000718883168083467
Tribune	2048391	0.000007188113450848798
Percentage	2270764	0.0000071873257816426685
stain	1887090	0.000007185034579890971
retaining	2056879	0.000007179431672488691
wrath	1718089	0.000007179250223985434
por	2278350	0.000007178475166814986
potato	2089955	0.000007173054422516545
Better	2213480	0.00000717212583551864
rang	2062287	0.000007170683448706607
Accounts	2035582	0.000007170432109992437
decidedly	1536622	0.000007170001846526678
CO.	1455272	0.000007169093228404577
Charleston	1771783	0.000007169090073455632
ranged	2253005	0.000007169041786667795
irrelevant	2737987	0.000007167902412296342
1845	1742851	0.00000716757411634808
disregard	1889471	0.000007166352991316133
poorer	2043760	0.000007164542465690185
Horse	1864316	0.000007164461618418724
Select	3024293	0.0000071643819837902495
ambitions	1959900	0.000007164171541820741
1851	1807944	0.0000071639535294170475
roses	1803442	0.000007163900048070826
gigantic	1657618	0.000007160736910704424
worldly	1964222	0.00000716003431962565
mounting	2190002	0.00000715915898120829
noteworthy	1945974	0.0000071573677223457985
Sister	2101115	0.00000715358459414733
Computer	4539101	0.000007153489966953429
01	2514882	0.000007153365680376107
revolutions	1812133	0.000007153344234144715
